rm;sprint;data_sprint
19291;201804-01;2018-04-03 09:08:07
19291;201804-02;2018-04-16 10:43:16
19291;201805-01;2018-05-02 10:18:05
19298;201802-01;2018-01-30 10:10:15
19298;201802-02;2018-02-19 16:36:12
19298;201803-01;2018-03-07 11:46:06
19298;201803-02;2018-03-20 17:03:53
19298;201804-01;2018-04-02 11:32:59
19298;201804-02;2018-04-16 11:40:29
19298;201805-01;2018-05-02 10:17:38
19300;201801-02;2018-01-26 10:25:31
19300;201802-01;2018-01-30 10:11:08
19300;201802-02;2018-02-19 16:37:48
19300;201803-01;2018-03-07 11:46:20
19300;201803-02;2018-03-20 17:03:08
19300;201804-01;2018-04-02 11:31:50
19300;201804-02;2018-04-16 11:40:48
19300;201805-01;2018-05-02 10:18:08
19303;201802-02;2018-01-25 14:38:21
19303;201803-01;2018-03-07 16:59:19
19303;;2018-03-19 15:43:08
19304;201803-01;2018-03-07 15:19:29
19304;201803-02;2018-03-20 16:45:28
19304;201804-01;2018-04-03 13:39:22
19304;201804-02;2018-04-16 16:18:42
19304;201805-01;2018-05-02 09:52:44
19308;201802-02;2018-02-16 11:10:55
19312;201802-01;2018-01-26 16:19:24
19315;201802-01;2018-01-26 15:19:07
19315;201802-02;2018-02-19 16:36:31
19315;201803-01;2018-03-07 11:46:21
19315;201803-02;2018-03-20 11:32:03
19315;201804-01;2018-04-02 11:31:51
19315;201804-02;2018-04-16 10:43:19
19319;201802-02;2018-02-19 16:36:32
19319;201803-01;2018-03-07 12:02:45
19319;201803-02;2018-03-20 17:04:00
19319;201804-01;2018-04-02 11:33:11
19319;201804-02;2018-04-16 11:40:49
19319;201805-01;2018-05-02 10:18:10
19320;201802-01;2018-01-29 10:40:18
19320;201802-02;2018-02-19 13:36:22
19320;201803-03;2018-03-07 10:54:35
19320;201803-01;2018-03-07 10:58:52
19322;201802-01;2018-01-26 16:21:33
19325;201802-02;2018-02-19 16:30:05
19325;201803-01;2018-03-07 16:58:29
19327;201805-01;2018-04-24 12:20:39
19328;201802-02;2018-02-05 16:33:49
19328;201803-01;2018-03-07 11:46:23
19328;201803-02;2018-03-20 11:32:04
19328;201804-01;2018-04-02 11:31:52
19328;;2018-04-13 10:16:58
19328;201804-02;2018-04-16 10:56:17
19328;201805-01;2018-05-02 10:18:11
19330;201801-02;2018-01-26 16:25:05
19331;201802-01;2018-01-29 10:44:21
19333;201802-01;2018-01-29 08:40:23
19337;201802-02;2018-02-19 16:25:38
19337;201803-01;2018-03-07 16:59:20
19337;201803-02;2018-03-20 16:49:47
19337;201804-01;2018-04-02 13:13:55
19338;201802-02;2018-02-19 14:18:08
19338;201803-01;2018-03-07 16:58:24
19338;201803-02;2018-03-20 16:49:40
19339;201802-02;2018-02-19 16:25:28
19339;201803-01;2018-03-07 16:58:19
19339;201803-02;2018-03-20 16:48:20
19339;201804-01;2018-04-03 13:38:35
19339;201804-02;2018-04-16 16:18:00
19339;201805-01;2018-05-02 09:52:22
19340;201802-02;2018-02-19 16:25:35
19340;201803-01;2018-03-07 16:58:21
19340;201803-02;2018-03-20 16:49:39
19344;201802-01;2018-01-29 16:58:50
19348;201802-01;2018-01-29 14:42:05
19348;201802-02;2018-02-19 16:30:18
19348;201803-01;2018-03-07 16:59:21
19348;201803-02;2018-03-20 16:49:48
19348;201804-01;2018-04-03 13:39:24
19348;201804-02;2018-04-16 16:18:43
19348;201805-01;2018-05-02 09:52:45
19350;201802-01;2018-01-29 12:34:24
19350;201802-02;2018-02-19 16:25:38
19350;201803-01;2018-03-07 16:59:22
19351;201802-01;2018-02-02 10:01:13
19352;201803-02;2018-03-16 16:29:24
19356;201802-02;2018-02-01 10:09:00
19356;201803-02;2018-02-28 10:36:27
19356;201804-01;2018-04-03 13:39:26
19356;201804-02;2018-04-16 16:18:45
19356;201805-01;2018-04-30 16:20:14
19357;201802-02;2018-01-29 16:47:02
19357;201803-01;2018-03-07 16:59:24
19357;;2018-03-19 15:43:09
19359;201802-02;2018-01-30 08:06:37
19359;201803-02;2018-02-16 14:32:20
19359;201804-01;2018-04-02 10:09:17
19359;201804-02;2018-04-16 10:40:46
19359;201805-01;2018-04-30 10:39:56
19361;201802-02;2018-01-30 10:57:17
19364;201802-01;2018-01-30 10:17:03
19364;201802-02;2018-02-19 16:34:49
19364;201803-01;2018-03-08 08:55:37
19364;201803-02;2018-03-20 17:01:31
19364;201804-01;2018-04-03 09:12:05
19364;;2018-04-16 14:33:34
19378;201802-01;2018-02-19 09:32:11
19380;201801-02;2018-02-01 08:42:55
19386;201802-01;2018-02-01 11:14:14
19387;201802-02;2018-02-01 11:19:30
19387;201803-01;2018-03-07 16:59:25
19387;201803-02;2018-03-20 16:51:22
19387;;2018-04-02 14:06:06
19401;201802-02;2018-02-02 09:57:49
19401;201803-01;2018-03-07 16:59:26
19402;201802-02;2018-02-19 16:30:19
19402;201803-01;2018-03-07 16:59:28
19402;201803-02;2018-03-20 16:48:26
19402;201804-01;2018-04-03 13:39:27
19402;201804-02;2018-04-16 16:18:46
19402;201805-01;2018-05-02 09:52:46
19407;201802-01;2018-02-02 16:09:15
19409;201802-01;2018-02-02 16:45:26
19409;201802-02;2018-02-19 14:14:24
19409;201803-01;2018-02-19 15:05:21
19409;201803-02;2018-03-07 11:28:36
19409;201804-01;2018-03-16 09:04:17
19409;;2018-04-03 14:06:09
19410;201802-02;2018-02-05 09:14:20
19410;201803-02;2018-03-02 16:38:14
19410;201804-01;2018-03-19 13:24:48
19410;201805-01;2018-04-12 12:32:26
19416;201802-01;2018-02-05 15:10:08
19416;201802-02;2018-02-19 14:13:01
19418;201805-01;2018-04-18 14:16:21
19419;201802-02;2018-02-06 14:41:52
19419;201803-01;2018-03-07 16:59:29
19419;201803-02;2018-03-20 16:49:49
19419;201804-01;2018-04-03 13:39:29
19422;201802-02;2018-02-06 14:40:46
19422;201803-01;2018-03-07 16:59:31
19431;201802-01;2018-02-06 10:54:19
19437;201802-01;2018-02-07 15:53:37
19437;201802-02;2018-02-19 16:36:34
19438;201802-01;2018-02-06 14:08:26
19444;201802-02;2018-02-19 13:52:34
19444;201803-01;2018-03-07 16:59:33
19444;201803-02;2018-03-20 16:48:27
19444;201804-01;2018-04-03 13:39:31
19444;201804-02;2018-04-16 16:18:48
19444;201805-01;2018-05-02 09:52:48
19445;201803-01;2018-02-19 14:57:58
19445;201804-01;2018-03-19 16:39:37
19445;201804-02;2018-04-16 16:18:49
19445;;2018-05-02 09:43:32
19446;201802-01;2018-02-07 14:50:22
19446;201802-02;2018-02-19 16:31:26
19446;201803-01;2018-03-07 16:59:34
19446;201803-02;2018-03-20 16:50:50
19446;201804-01;2018-04-03 13:39:32
19446;201804-02;2018-04-16 16:18:51
19446;201805-01;2018-05-02 09:52:49
19447;201802-02;2018-02-07 16:05:24
19449;201802-02;2018-02-07 16:30:55
19449;201802-01;2018-02-15 12:03:19
19449;201802-02;2018-02-19 16:38:41
19450;201803-01;2018-02-08 08:41:45
19450;201803-02;2018-03-19 11:06:02
19450;201804-01;2018-04-02 10:09:19
19450;201804-02;2018-04-16 10:40:47
19450;201805-01;2018-04-30 10:40:02
19451;201802-02;2018-02-07 16:52:09
19451;201803-01;2018-03-07 16:59:36
19451;201803-02;2018-03-20 16:50:51
19451;201804-01;2018-04-03 13:39:34
19451;201804-02;2018-04-16 16:18:53
19451;201805-01;2018-05-02 09:52:51
19453;201802-02;2018-02-08 10:10:04
19453;201803-01;2018-03-08 08:55:38
19453;201803-02;2018-03-20 17:01:32
19463;201803-01;2018-02-08 14:48:13
19464;201802-01;2018-02-08 14:57:03
19464;201802-02;2018-02-19 16:33:12
19467;201802-01;2018-02-16 15:04:09
19468;201803-02;2018-03-05 10:02:49
19468;201804-01;2018-04-02 10:09:20
19468;201804-02;2018-04-16 10:40:48
19468;;2018-05-02 09:38:41
19472;201802-01;2018-02-15 13:09:33
19472;201802-02;2018-02-15 13:11:25
19472;201803-01;2018-03-07 11:46:24
19472;201803-02;2018-03-20 17:03:09
19472;201804-01;2018-04-02 11:31:53
19473;201802-01;2018-02-16 10:49:41
19474;201802-02;2018-02-19 13:53:43
19474;201803-01;2018-03-07 16:59:38
19474;201803-02;2018-03-20 16:48:28
19474;201804-01;2018-04-03 13:39:37
19474;201804-02;2018-04-16 16:18:55
19474;201805-01;2018-05-02 09:52:52
19475;201803-01;2018-02-09 10:59:04
19475;201803-02;2018-03-07 11:36:19
19485;201802-01;2018-02-16 10:50:39
19489;201804-01;2018-04-02 11:45:04
19489;201804-02;2018-04-16 11:40:51
19489;201805-01;2018-05-02 10:18:12
19491;201802-02;2018-02-19 10:01:27
19497;201802-02;2018-02-21 10:12:36
19498;201802-02;2018-02-19 10:30:11
19500;201802-01;2018-02-16 11:02:20
19518;201802-02;2018-02-19 10:58:44
19519;201805-01;2018-04-30 09:08:41
19520;201803-01;2018-03-07 16:59:39
19520;201803-02;2018-03-20 16:48:28
19520;201804-01;2018-04-03 13:39:38
19520;201804-02;2018-04-16 16:18:56
19520;201805-01;2018-05-02 09:52:54
19526;201803-01;2018-03-07 16:58:30
19529;2018-02;2018-02-19 13:55:15
19536;201802-02;2018-02-21 10:19:43
19537;201802-02;2018-02-23 14:06:20
19537;201803-01;2018-03-07 11:46:25
19539;201802-02;2018-02-21 08:34:53
19544;201802-02;2018-02-20 16:29:36
19549;201803-02;2018-02-23 14:03:45
19549;201804-01;2018-03-19 13:24:49
19550;201802-02;2018-02-23 13:53:44
19554;201803-01;2018-02-21 09:46:04
19554;201803-02;2018-03-07 11:36:20
19554;201803-01;2018-03-16 09:04:47
19564;201803-01;2018-03-07 12:02:35
19564;201803-02;2018-03-20 17:02:48
19564;201804-01;2018-04-02 11:31:37
19564;201804-02;2018-04-16 10:43:10
19566;201803-02;2018-03-28 09:45:42
19566;201804-01;2018-04-03 13:39:40
19566;201804-02;2018-04-16 16:18:58
19566;201805-01;2018-05-02 09:52:55
19569;201803-01;2018-03-08 08:55:27
19569;201803-02;2018-03-20 17:01:19
19569;201804-01;2018-04-03 09:12:56
19569;201804-02;2018-04-16 16:03:50
19569;201805-01;2018-05-02 10:09:56
19571;201803-01;2018-03-08 08:55:28
19571;201803-02;2018-03-20 17:01:21
19571;201804-01;2018-04-03 09:12:58
19571;201804-02;2018-04-16 16:03:52
19571;201805-01;2018-05-02 10:09:58
19572;;2018-02-21 15:13:50
19573;201802-02;2018-02-26 11:23:18
19573;201803-01;2018-03-08 08:55:30
19573;201803-02;2018-03-20 17:01:23
19573;201804-01;2018-04-03 09:11:51
19573;201804-02;2018-04-16 16:03:54
19573;201805-01;2018-05-02 10:10:00
19575;201805-01;2018-05-03 10:20:45
19576;201804-01;2018-04-13 14:33:28
19576;201804-02;2018-04-16 16:03:55
19576;201805-01;2018-05-02 10:10:02
19577;201804-02;2018-04-17 10:44:16
19577;201805-01;2018-05-02 10:10:03
19584;201802-02;2018-02-22 11:27:23
19587;201803-01;2018-03-15 11:22:10
19588;201802-02;2018-02-22 15:49:49
19591;201803-02;2018-03-16 16:26:03
19591;201804-01;2018-04-02 10:09:21
19591;201804-02;2018-04-16 10:40:49
19591;201805-01;2018-05-02 09:37:11
19592;201803-01;2018-02-22 15:08:15
19592;201803-02;2018-03-20 17:01:33
19592;201804-01;2018-04-03 09:12:06
19592;201804-02;2018-04-16 16:04:02
19592;201805-01;2018-05-02 10:10:13
19596;201803-01;2018-03-05 10:57:59
19597;201803-02;2018-02-23 13:51:51
19597;201804-01;2018-03-19 13:24:51
19597;201805-01;2018-04-12 12:32:27
19601;201802-02;2018-02-23 10:29:21
19604;201803-02;2018-02-23 13:50:51
19604;201804-01;2018-04-03 13:39:42
19613;201802-02;2018-02-23 16:22:00
19613;201803-01;2018-03-07 16:59:41
19613;201803-02;2018-03-20 16:49:50
19613;201804-01;2018-04-03 13:39:44
19614;201805-01;2018-04-30 09:07:30
19620;201804-01;2018-04-10 14:50:33
19620;201804-02;2018-04-16 16:04:04
19620;201805-01;2018-05-02 10:10:15
19621;201803-02;2018-03-20 16:45:29
19621;201804-01;2018-04-03 13:39:46
19621;201804-02;2018-04-16 16:18:59
19621;201805-01;2018-05-02 10:07:40
19626;201803-01;2018-03-05 09:40:25
19626;201803-02;2018-03-20 17:01:35
19626;201804-01;2018-04-03 09:12:07
19626;201804-02;2018-04-16 16:04:05
19626;201805-01;2018-05-02 10:10:16
19628;201803-01;2018-03-07 16:58:22
19628;201803-02;2018-03-20 16:48:21
19628;201804-01;2018-04-03 13:38:37
19628;201804-02;2018-04-16 16:18:01
19628;201805-01;2018-05-02 09:52:23
19635;201803-01;2018-02-27 11:19:30
19635;201803-02;2018-03-20 11:32:06
19635;201804-01;2018-04-02 11:33:13
19641;201803-01;2018-03-07 11:46:08
19641;201803-02;2018-03-20 17:02:53
19641;201804-01;2018-04-02 11:31:41
19657;201803-02;2018-03-19 15:27:08
19657;201804-01;2018-04-03 13:39:48
19657;201804-02;2018-04-16 16:19:03
19657;201805-01;2018-05-02 09:52:59
19665;201803-01;2018-03-02 17:00:11
19665;201803-02;2018-03-20 17:04:01
19665;201804-01;2018-04-02 11:31:53
19672;2018-02;2018-03-05 16:25:00
19672;201802-01;2018-05-11 16:25:36
19676;201802-01;2018-03-02 15:39:11
19676;201802-02;2018-03-05 11:29:49
19676;201803-01;2018-03-07 11:46:27
19684;201804-01;2018-03-19 13:21:11
19684;;2018-04-02 09:08:09
19686;201802-02;2018-03-02 16:49:44
19688;201805-01;2018-05-02 09:37:12
19698;201803-01;2018-03-05 10:41:39
19710;201803-01;2018-03-08 10:53:58
19717;201803-02;2018-03-20 16:48:23
19717;201804-01;2018-04-03 13:38:42
19717;201804-02;2018-04-16 16:18:07
19717;201805-01;2018-05-02 10:07:38
19718;201803-02;2018-03-20 16:49:51
19718;201804-01;2018-04-03 13:39:49
19718;201804-02;2018-04-16 16:19:05
19718;201805-01;2018-04-30 10:25:19
19719;201803-02;2018-03-20 16:49:52
19719;201804-01;2018-04-03 13:39:51
19719;201804-02;2018-04-16 16:19:06
19719;201805-01;2018-05-02 09:53:01
19720;201803-02;2018-03-16 15:48:19
19720;201804-01;2018-04-02 10:09:23
19720;201804-02;2018-04-16 10:40:50
19720;201805-01;2018-05-02 09:37:13
19721;201804-02;2018-04-16 10:40:51
19721;201805-01;2018-04-30 10:40:03
19723;201803-01;2018-03-13 10:37:26
19725;201803-01;2018-03-07 15:24:06
19725;201803-02;2018-03-20 16:45:23
19725;201804-01;2018-04-03 13:38:33
19725;201804-02;2018-04-16 16:17:58
19725;201805-01;2018-05-02 09:52:20
19729;201804-01;2018-03-26 11:22:21
19729;201804-02;2018-04-16 16:19:08
19729;201805-01;2018-04-30 16:20:16
19732;201803-01;2018-03-08 11:43:07
19732;201803-02;2018-03-20 16:49:53
19732;201804-01;2018-04-03 13:39:53
19732;201804-02;2018-04-16 16:19:09
19732;201805-01;2018-05-02 09:53:03
19735;201803-01;2018-03-15 09:59:09
19735;201803-02;2018-03-20 17:01:36
19736;201803-01;2018-03-15 09:59:15
19736;201803-02;2018-03-20 17:01:37
19736;201804-01;2018-04-03 09:12:08
19736;201804-02;2018-04-16 16:04:06
19736;201805-01;2018-05-02 10:10:21
19741;201803-01;2018-03-08 15:40:04
19742;201804-01;2018-04-09 09:02:41
19742;;2018-04-16 15:52:21
19742;201804-02;2018-04-25 10:19:02
19759;201804-01;2018-03-28 14:25:27
19759;201804-02;2018-04-16 10:40:53
19759;201805-01;2018-05-02 09:37:15
19761;201803-01;2018-03-19 13:42:58
19764;201803-01;2018-03-12 15:52:00
19767;201803-01;2018-03-12 16:32:52
19771;201804-01;2018-03-21 10:21:00
19771;201804-02;2018-04-16 10:43:20
19778;201804-01;2018-03-19 13:47:24
19778;201804-02;2018-04-16 16:19:11
19779;201803-02;2018-03-15 15:37:46
19779;201804-01;2018-04-03 09:12:10
19779;201804-02;2018-04-16 16:04:07
19779;201805-01;2018-05-02 10:10:22
19780;201803-02;2018-03-20 17:02:51
19780;201804-01;2018-04-02 11:31:39
19780;201804-02;2018-04-16 10:43:13
19788;201803-02;2018-03-19 14:14:33
19793;201803-01;2018-03-13 14:04:29
19793;201803-02;2018-03-20 16:50:52
19793;201804-01;2018-04-02 11:31:54
19793;201804-02;2018-04-16 16:19:12
19793;201805-01;2018-05-02 09:53:04
19795;201803-01;2018-03-19 11:43:19
19795;201803-02;2018-03-20 17:04:02
19795;201804-01;2018-04-02 11:33:14
19795;201804-02;2018-04-16 11:40:52
19795;201805-01;2018-05-02 10:18:14
19797;201804-01;2018-03-16 09:23:25
19797;201804-02;2018-04-16 16:19:14
19797;;2018-05-02 09:43:34
19800;201803-02;2018-03-23 15:13:02
19801;201803-01;2018-03-14 08:47:32
19808;201804-01;2018-04-02 10:48:41
19808;201804-02;2018-04-16 11:40:53
19808;201805-01;2018-05-02 10:18:15
19814;201803-01;2018-03-15 14:40:37
19814;201803-02;2018-03-20 17:03:10
19815;201803-01;2018-03-15 09:59:16
19815;201803-02;2018-03-20 17:01:38
19817;201803-01;2018-03-15 14:40:44
19817;201803-02;2018-03-20 17:03:11
19821;201803-02;2018-03-20 16:27:12
19822;201803-01;2018-03-14 16:25:38
19826;201803-01;2018-03-15 10:09:31
19860;201803-02;2018-03-15 11:19:54
19877;201804-01;2018-04-09 09:07:09
19877;;2018-04-16 15:52:27
19878;201803-02;2018-03-15 14:43:35
19884;201803-02;2018-03-16 14:35:12
19884;201804-01;2018-04-02 11:33:15
19885;201804-01;2018-04-02 09:58:13
19885;201804-02;2018-04-16 16:19:16
19885;201805-01;2018-05-02 09:53:06
19887;201804-01;2018-04-03 09:26:37
19887;201805-01;2018-04-30 11:15:48
19891;201803-01;2018-03-16 11:28:20
19898;201803-02;2018-03-23 14:36:56
19899;201803-02;2018-03-19 08:54:11
19900;201805-01;2018-04-30 09:00:34
19902;201803-02;2018-03-28 10:44:45
19903;201803-02;2018-03-28 08:55:40
19917;201804-02;2018-03-19 14:32:46
19917;;2018-05-02 09:45:02
19922;201803-02;2018-03-20 08:49:25
19922;201804-01;2018-04-02 10:09:24
19922;201804-02;2018-04-16 10:40:54
19922;201805-01;2018-05-02 09:37:16
19925;201804-01;2018-03-20 16:50:00
19925;201804-02;2018-04-16 16:19:17
19925;201805-01;2018-04-30 16:20:17
19926;201804-01;2018-03-20 16:52:04
19926;201805-02;2018-04-12 12:33:16
19932;201804-01;2018-04-02 09:34:28
19932;201804-02;2018-04-16 16:04:09
19939;201803-02;2018-03-23 16:09:36
19940;201803-02;2018-03-21 09:02:44
19940;201804-01;2018-04-03 09:12:11
19940;201804-02;2018-04-16 16:04:10
19940;201805-01;2018-05-02 10:10:23
19947;201804-01;2018-04-04 08:59:50
19947;201804-02;2018-04-16 11:40:55
19947;201805-01;2018-05-02 10:10:25
19951;201803-02;2018-03-28 14:20:18
19953;201803-02;2018-03-22 09:05:27
19953;201804-01;2018-04-03 09:12:12
19959;201804-01;2018-04-03 13:39:55
19960;201803-02;2018-03-26 11:28:07
19991;201805-02;2018-05-11 14:46:26
19993;201804-01;2018-04-02 16:06:32
20003;201803-02;2018-03-27 16:47:04
20003;201804-01;2018-04-03 13:39:57
20003;201804-02;2018-04-16 16:19:19
20003;201805-01;2018-04-30 10:25:26
20005;201804-01;2018-04-02 09:51:08
20008;201805-01;2018-04-30 15:34:34
20013;201804-02;2018-04-16 14:58:31
20013;201805-01;2018-05-02 09:53:07
20015;201804-01;2018-04-04 08:35:24
20015;201804-02;2018-04-16 14:07:59
20019;201804-01;2018-03-28 11:55:55
20022;201803-02;2018-03-28 14:54:13
20024;201804-01;2018-04-03 09:58:06
20028;201804-01;2018-04-02 11:36:53
20028;201804-02;2018-04-16 16:04:12
20029;201804-01;2018-04-02 15:39:31
20029;201804-02;2018-04-16 16:19:20
20030;201804-01;2018-04-02 11:36:59
20030;201804-02;2018-04-16 16:04:13
20030;201805-01;2018-05-02 10:10:26
20032;201804-01;2018-04-03 15:04:25
20032;201804-02;2018-04-16 16:04:15
20032;201805-01;2018-05-02 10:10:28
20044;201804-01;2018-04-03 10:37:37
20047;201804-02;2018-04-16 11:40:28
20047;201805-01;2018-05-02 10:17:36
20061;201804-02;2018-04-12 16:11:54
20061;201805-01;2018-05-02 09:37:17
20070;201804-02;2018-04-05 13:14:19
20070;201805-01;2018-04-30 10:40:05
20073;201804-02;2018-04-25 08:10:51
20079;201805-01;2018-04-30 10:00:02
20080;201804-02;2018-04-16 16:19:22
20080;201805-01;2018-05-02 09:53:08
20097;201804-01;2018-04-09 09:11:58
20101;201804-01;2018-04-10 08:47:04
20104;201805-01;2018-04-11 09:54:50
20114;201804-02;2018-04-16 10:43:18
20114;201805-01;2018-05-02 10:18:07
20115;201804-01;2018-04-10 15:11:22
20125;201804-02;2018-04-16 16:19:24
20125;201805-01;2018-04-30 10:25:27
20128;201805-01;2018-05-02 09:53:10
20129;201804-02;2018-04-30 14:27:45
20129;201805-01;2018-05-02 09:53:12
20130;201804-01;2018-04-13 08:51:35
20131;201805-01;2018-05-03 11:23:47
20132;201804-01;2018-04-11 15:45:01
20136;201804-02;2018-04-20 11:36:57
20136;201805-01;2018-05-02 10:10:18
20137;201804-02;2018-04-30 14:07:22
20137;201805-01;2018-05-02 10:10:20
20138;201804-02;2018-04-17 08:56:28
20149;201804-02;2018-04-17 09:40:18
20150;201804-02;2018-04-24 16:14:28
20150;201805-01;2018-05-02 09:53:14
20151;201805-01;2018-04-30 08:28:35
20153;201804-02;2018-04-16 16:19:01
20153;201805-01;2018-05-02 09:52:58
20164;201805-01;2018-04-30 11:05:38
20166;201804-02;2018-04-17 09:04:43
20167;201804-02;2018-04-24 16:46:11
20175;201804-02;2018-04-17 09:00:14
20178;201804-02;2018-04-17 10:37:28
20178;201805-01;2018-04-30 16:20:18
20179;201805-01;2018-05-02 10:17:49
20181;201804-02;2018-04-18 08:46:17
20181;201805-01;2018-05-02 09:53:15
20184;201804-02;2018-04-18 14:36:32
20189;201805-02;2018-05-02 15:46:08
20192;201804-02;2018-04-18 09:56:39
20192;201805-01;2018-05-02 10:18:19
20196;201804-02;2018-04-18 13:49:44
20199;201804-02;2018-04-19 08:51:16
20199;201805-01;2018-04-19 09:35:49
20216;201804-02;2018-04-20 09:34:30
20216;;2018-04-24 15:48:05
20216;201805-01;2018-05-02 08:42:53
20219;201804-02;2018-04-19 15:46:05
20219;201805-01;2018-05-02 10:18:21
20223;201804-02;2018-04-27 09:47:16
20223;201805-01;2018-05-02 10:10:08
20228;201804-02;2018-04-23 09:19:51
20230;201804-02;2018-04-20 14:42:15
20230;201805-01;2018-04-30 10:25:27
20231;201804-02;2018-04-20 14:42:46
20231;201805-01;2018-05-02 09:53:18
20234;201805-01;2018-04-30 14:44:14
20236;201804-02;2018-04-24 16:04:57
20236;201805-01;2018-05-02 09:37:18
20238;201804-02;2018-04-23 09:33:28
20243;201805-01;2018-05-02 09:37:19
20244;201805-01;2018-04-26 14:24:16
20258;201804-02;2018-04-24 12:36:30
20266;201805-01;2018-05-04 11:02:16
20272;201805-01;2018-04-24 15:48:13
20286;201805-01;2018-04-30 15:08:53
20287;201804-02;2018-04-26 08:20:47
20287;201805-01;2018-05-02 09:37:21
20301;201804-02;2018-04-27 10:34:21
20301;201805-01;2018-05-02 10:18:18
20311;201805-01;2018-05-03 09:05:35
20312;201805-01;2018-05-11 16:05:33
20315;201805-01;2018-04-30 13:57:38
20318;201805-01;2018-04-30 14:39:02
20321;201805-01;2018-04-30 15:59:46
20324;201805-02;2018-05-04 11:00:06
20328;201805-01;2018-05-02 11:25:33
20330;201805-01;2018-05-02 12:59:42
20331;201805-02;2018-05-11 15:42:07
20334;201805-01;2018-05-02 11:05:13
20336;201805-01;2018-05-02 11:55:23
20337;201805-01;2018-05-04 10:57:01
20338;201805-02;2018-05-02 15:45:39
20342;201805-01;2018-05-02 15:35:25
20343;201805-01;2018-05-03 08:52:21
20345;201805-01;2018-05-03 09:11:34
20346;201805-01;2018-05-03 09:11:36
20347;201805-01;2018-05-03 09:11:37
20348;201805-01;2018-05-03 09:11:39
20349;201805-01;2018-05-03 09:11:40
20350;201805-01;2018-05-03 09:11:42
20351;201805-01;2018-05-03 09:11:43
20352;201805-01;2018-05-03 09:11:45
20353;201805-01;2018-05-03 09:11:46
20354;201805-01;2018-05-03 09:11:47
20355;201805-01;2018-05-03 09:11:49
20356;201805-01;2018-05-03 09:15:47
20358;201805-01;2018-05-10 16:23:54
20365;201805-01;2018-05-03 14:50:49
20368;201805-01;2018-05-03 16:51:26
20382;201805-01;2018-05-04 14:53:56
20387;201804-01;2018-05-07 17:08:19
20392;201805-01;2018-05-04 16:27:28
20394;201805-01;2018-05-07 10:05:20
20400;201805-01;2018-05-08 08:17:35
20401;201805-02;2018-05-08 16:50:51
20414;201805-02;2018-05-10 14:48:54
20425;201805-02;2018-05-11 15:42:40
20429;201805-01;2018-05-09 13:09:03
20441;201805-02;2018-05-10 08:31:08
